"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8197724396751","19.0317398908355","19.2524658439945","19.4795976213023","19.7031759172404","20.0032595705489","20.3043782793106","20.5771270411803","20.8919922044969","21.1834375165951","21.4696413952473","21.7937768313659","22.102487718738","22.4086649017451","22.7200137737362","23.0509980093158","23.3125863079113","23.5362011117514","23.7821143961261","24.0145553091607","24.2703562844036","24.4688113730833","24.6129726570453","",
"Afghanistan","AFG","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1654573993026","14.2224525366974","14.561134890778","14.9104244334505","15.2077225185571","15.5748360659269","15.9516319859072","16.3369555917534","16.7290884249484","17.1290288505851","17.5058663469331","17.8897313693158","18.2801561187015","18.6750764296792","19.0728761566956","19.4740112769022","19.8810277027049","20.2949608306284","20.7146137610025","21.1392163733385","21.5703031759092","22.0434042584652","22.5179893927872","",
"Angola","AGO","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5668591109462","27.1840666561098","27.7694958624439","28.3333337332901","28.875399667303","29.6935708832737","30.5252627033953","31.3334931535303","32.1182143913787","32.880057951459","33.6182788313242","34.3334884963181","35.0254108104061","37.1872584232296","39.3720803736731","41.5802089209932","43.8111708606623","46.0648643883438","48.3412272250111","50.4837174371791","52.5809494009158","54.4524797943649","56.3464934209956","",
"Andorra","AND","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3102222383115","33.9039315028705","38.497639990745","43.0913480674637","47.6850572198204","52.2787640097649","56.8724761679688","61.4661846320479","66.0598935031224","70.6536022610823","75.2473063934771","79.8410173667856","84.4347232444433","89.0284353894054","93.6221424000457","98.2158522681424","99.99999600335","100","99.9999955655473","99.9999967920626","99.9999985271439","100","100","",
"Arab World","ARB","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.8572700329275","50.095232529004","50.3796644135175","50.6517838296477","51.1328610273274","51.60608942237","52.2639864626405","52.981598632354","53.6721961624059","54.3033256180955","54.8423528129344","55.3644660904532","55.8194165091236","56.2773260732479","56.7828431484247","57.376654380701","58.0333205396028","58.6813015579837","59.3478621722662","59.9934617165729","60.5509611653982","60.6408096675466","60.7318323093504","",
"United Arab Emirates","ARE","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4404331009383","98.4401662501161","98.4399015287494","98.4396443501568","98.4393900900668","98.439139272628","98.4388930048197","98.4386469687678","98.4384182479286","98.4381889709215","98.4379674093781","98.4403030183622","98.442640977859","98.4449869077842","98.447339413182","98.4496988277321","98.4520681003066","98.4544344160321","98.4568158986345","98.4591969644586","98.4615840814353","98.4632677437033","98.4631166499955","",
"Argentina","ARG","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.7133512939622","44.8042067728029","44.8953086495753","44.9866686514044","45.0783063912244","45.1702090001211","45.2623901395973","45.354826728298","45.4475368269168","45.5404948671789","45.6337030602372","45.7269016404145","45.8201845405088","45.9121605101483","46.0044729389319","46.0970783197366","46.1899697245243","","","","","","","",
"Armenia","ARM","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8266317070706","14.6977703992904","14.5379108861704","14.365562772393","14.1885052115724","14.0110730263962","13.8132931785926","13.5909722847037","13.3672959545397","13.1427891216633","12.9171999233639","12.690535667187","12.4628016005779","12.2273069412779","11.9838298786983","11.7318581534465","11.4607400970929","11.1676834263052","10.9266694870594","10.8627656325416","10.8294973296017","10.7948326121303","10.7531141472168","",
"American Samoa","ASM","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.5914653074605","44.5623150578252","44.5331648081898","44.5040145585545","44.4748643089191","44.4457140592838","44.4165638096484","44.3874135600131","44.3582633103777","43.543423202197","42.7296164129313","41.916842942581","41.1051027911462","40.2943959586265","39.4847224450221","38.6760822503333","37.8684753745595","37.0619018177014","37.037401503185","37.0129011886686","36.9884008741522","36.9639005596358","36.9941525462553","",
"Antigua and Barbuda","ATG","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.5621136675354","93.6646912226105","93.7672687776856","93.8698463327608","93.9724238878359","94.075001442911","94.1775789979862","94.2801565530613","94.3827341081364","94.4853116632115","94.5878892182867","94.6904667733618","94.7930443284369","94.895621883512","94.9981994385872","95.1007769936623","95.2033545487374","95.3059321038126","95.4087309419014","95.5113746188321","95.6137461919857","95.7161177651394","95.818489338293","",
"Austria","AUT","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7066475266263","99.7046031680579","99.7025524462951","99.6988655253329","99.6949489268773","99.6910511884831","99.6871723630859","99.683290617904","99.6794289468139","99.6755882166477","99.6717561725628","99.6679396794352","99.6663719734666","99.6659101526885","99.6654462844796","99.6649564672626","99.6644666625279","99.6639565452622","99.6653567714962","99.6668596059336","99.6684732901258","99.6701783640015","99.6719798816291","",
"Azerbaijan","AZE","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4032443895896","42.1025203201858","43.7957223096192","45.9754580179688","48.1592773016578","50.3323356357116","52.376582053526","54.4132753165029","56.1686286992478","57.8800169846355","59.6521519957274","61.4867717092682","63.3853852551618","65.3492272532828","66.8923652320581","68.375413744068","68.4570932665448","68.5938521691882","68.7864963622178","69.0360602496858","","","","",
"Burundi","BDI","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.6574360128399","68.6575182137263","68.6576014511157","68.657679601565","69.9457748953251","71.2456169958845","72.5572080473287","73.8805514823806","75.2156448348802","76.7741268121988","78.3624157801263","79.9624427174931","81.5742265655725","83.1977545760688","84.8330390378037","86.4800687035348","88.1388587338027","89.8093858318946","91.4916708886207","93.1857079595546","94.0583186572838","94.4776661201223","94.897006164683","",
"Benin","BEN","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11860607612216","1.18123866871612","1.24696775587495","1.31661627473495","1.38819707894818","1.46165498777876","1.53698872247078","1.61419699748304","1.69324197308442","1.77406689202511","1.85187740461991","1.92819067334993","2.00596999783339","2.08516221118409","2.16588122778192","2.24807402910301","2.33172382212564","2.41681373615684","2.5033269374011","2.59124573983215","2.68055245264856","2.69086781191027","2.70127573414861","",
"Burkina Faso","BFA","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.28080003957371","3.37261364980814","3.77068169437192","4.16092394065675","4.54344245129739","4.91749754163408","5.28318111467227","5.62311543507363","5.94199406571632","6.25326940883555","6.55705087103087","6.85324517048402","7.14167991134201","7.42227812844047","7.69503194927777","7.95978811365824","8.21647168496823","8.46484423385993","8.70492567435942","8.93671828129275","9.16008163277577","9.45673152152991","9.74647406601398","",
"Bangladesh","BGD","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0465156973418","11.7415264957136","12.4578562529631","13.1734043129558","13.8879417486172","14.6045903393346","15.3234454805771","16.044255498988","16.7650076659195","17.4850820115702","18.2042185990613","18.9216607355632","19.6363873290294","20.3475840101563","21.5099792479654","22.7001317558323","23.917082859454","25.1595538380698","26.4263773093818","27.7164178185098","29.0285126246898","30.1546997662889","30.9761938288039","",
"Bulgaria","BGR","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.931776942499","55.3343214278928","55.7723050897418","56.2412725848708","56.7410508011124","57.2711479253497","57.8312097544254","58.4210110964733","59.0402350357408","59.6884258267633","60.5881808486257","61.5682746795277","62.5706765087482","63.5951135436484","64.7409690952108","65.9598100515008","67.201343196883","68.4654163021676","69.4518675578712","70.4442101383109","71.4424664296342","72.4466484525242","73.4566071745563","",
"Bahrain","BHR","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.938322036399","86.2545643754982","86.5708067145975","86.8870490536968","87.2032913927961","87.4979749660731","87.7720285700187","88.0457789437881","88.3192260873812","88.5923700007982","88.865210684039","89.1377481371035","89.4099823599919","89.6819133527039","89.952431764699","90.221327017958","90.4899213826798","90.7582148588645","91.0262074465122","91.2938991456227","91.6055158431153","91.9171325406081","92.2287492381007","",
"Bahamas, The","BHS","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.068261133927","26.1377246478531","26.2032107134643","26.2651820180662","26.3200795078858","26.3725176273542","26.4211708095814","26.4655041651744","26.5060332241589","26.5427625141285","29.2210406262146","32.1148768236453","35.0578713066775","38.0488865705628","41.0995047327962","44.2830694582687","47.5860269140521","51.0101185744882","54.5576526604305","","","","","",
"Belarus","BLR","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6290624671972","84.7072984781984","84.7848895568194","84.8616710943828","84.1162415988389","83.3274306269538","82.5407101258382","81.7556270166631","80.9719444601596","80.1886095477149","79.4187423298826","78.6545626803559","77.8906002869083","77.1263489358977","76.3610316946606","75.5946638184958","74.8262385462429","74.953411473509","75.08790881268","75.2292609022753","75.0963568030528","74.8884178687614","75.0357727807683","",
"Belize","BLZ","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
