sex,alcohol,tobacco,pm25,water,sanitation,diabetes,tuberculosis,mortality
0,14.64187,17.8,9.785959755,99.9188271844994,98.7226984310222,5.3,3.8,12.6
1,5.9053,27.3,20.7873617,97.513336972409,86.0837072030318,5.3,6.2,11.7
1,4.80883,20.2,8.254802244,95.0865778018333,92.1942203619852,9.1,16.0,7.0
1,5.05029,25.9,27.29182037,93.235046549518,92.7894861173701,6.6,21.0,13.4
0,12.8011,50.1,17.13237684,98.9628141538222,76.5904409681458,9.3,6.1,12.9
0,14.99871,21.9,9.286433949,99.1813090439104,97.6887725645573,5.6,5.9,13.8
1,5.14287,31.9,11.40575038,99.5097812620216,89.5200694726426,5.4,8.3,7.3
1,3.43633,22.8,13.4950264,99.8958503496077,89.0303674804086,6.6,8.1,8.1
0,13.03324,26.4,12.9910498,99.8076855516282,88.1764073936104,6.6,31.0,12.9
1,5.99413,23.8,12.01165835,96.2544132459902,83.6060839569293,7.8,24.0,13.5
0,19.29576,51.1,12.208934,95.9692852409253,82.4505578384451,7.8,28.0,31.8
0,16.89192,30.5,8.254802244,95.0865778018333,92.1942203619852,9.1,16.0,15.4
0,18.24929,55.1,18.08881031,93.7166718751434,72.7387998589388,6.6,50.0,37.5
1,5.58297,34.5,14.50094818,98.7743527023135,99.6663719734666,6.6,8.5,8.9
1,4.25363,22.1,5.44671115,99.6514249285855,95.4080837164555,4.2,8.1,7.6
1,5.08809,21.6,12.76304285,99.7061859928,91.4916708886207,4.8,9.2,8.3
0,16.46993,38.6,19.11555836,98.935528476486,82.5255567493,5.7,6.5,24.1
1,5.45153,20.9,11.92460308,99.9061155783909,96.8660674565551,5.3,7.0,9.1
1,4.62202,25.0,12.72082828,99.9785206663731,97.4765938047399,5.3,5.7,9.8
1,4.71538,24.2,13.56725749,97.1967863728046,95.9254924225795,5.6,7.4,10.8
0,19.19822,29.8,12.31952644,98.9044748151298,99.6653567714962,6.6,6.1,13.8
0,16.16159,25.8,12.6724532,99.7228120895798,94.0583186572838,4.8,7.7,13.0
1,4.41575,26.7,7.469532494,99.5478301562402,95.2600219000093,4.2,6.5,8.2
1,4.61404,25.4,18.36521464,99.0779266373617,82.4912747148957,5.7,4.5,10.4
1,5.58297,34.5,16.0961842,98.6030953433877,99.6679396794352,6.6,9.2,8.8
1,3.08387,23.9,13.32212417,99.931118095047,90.7381244117443,6.6,13.0,8.2
0,21.73064,50.3,12.01165835,96.8256718966414,85.2433985471785,5.9,16.0,31.2
0,17.23442,25.9,10.88658588,99.9011626850927,98.0071177674455,5.2,12.0,13.4
0,21.73064,50.3,12.01165835,96.5399613194845,84.676638852621,7.8,20.0,31.2
0,23.12288,49.5,13.0260807,86.3826378165953,86.6058643089609,7.8,61.0,33.9
1,3.69603,12.0,5.698616135,100.0,79.0312466274538,5.5,4.9,7.0
1,4.61404,25.6,18.36521464,99.1491280746985,82.4889277960519,5.8,2.8,10.4
1,5.57008,30.9,14.99131566,98.3342615421015,88.8446359315583,5.4,9.1,7.6
0,12.8011,50.1,14.41331917,99.2223052535276,76.6597540848503,9.3,5.5,12.2
1,5.57008,30.9,13.68529611,98.4614905519153,88.9214281642506,5.4,9.0,7.8
0,17.59996,22.4,10.06890585,99.5272329799709,95.4702248551528,5.9,6.1,12.0
1,6.59207,26.4,8.648386553,95.1354571337196,90.6341428062772,6.6,25.0,12.3
0,18.80739,27.7,12.16821803,98.8963233865813,99.6719798816291,4.6,4.4,12.9
1,3.09854,19.7,6.652507161,99.0945373884365,77.686605667066,4.7,5.2,7.7
1,4.26953,18.0,5.62877844,99.6306260454773,88.8876776880585,5.8,5.6,7.3
1,3.62324,13.1,5.690458273,99.7891571990953,79.0149871785913,3.2,2.6,7.0
0,17.66167,39.4,20.010989,87.0110028688324,74.7492261818032,6.6,18.0,33.5
1,6.59207,26.4,7.484387015,95.8873999502315,90.4679567791648,7.0,23.0,11.3
1,5.12689,24.1,12.83901513,99.6729240850562,84.8330390378037,4.8,9.1,8.7
0,17.33298,24.4,16.96940443,98.2743209096652,84.0414422543287,5.8,3.9,14.8
0,17.38058,37.6,17.54829004,91.6231144609795,82.9268272556232,6.0,10.0,30.7
1,3.53716,19.5,16.08828133,92.9673571734084,79.0230000842319,5.1,4.2,6.8
0,15.27233,37.9,7.400644792,99.5266848116366,95.2331144269506,6.6,7.5,12.1
0,18.67462,27.9,22.6420051,88.9144993074404,97.9179700111463,6.8,12.0,22.8
0,13.03324,26.4,12.9910498,99.7900477360276,88.1763822133568,8.0,12.0,12.9
0,14.64187,17.8,9.785959755,99.9188291924832,98.8018289360977,5.3,4.0,12.6
0,18.67462,27.9,22.6420051,88.9144993074404,97.9179700111463,6.8,12.0,22.8
1,5.23832,17.4,8.917701837,94.452350921808,77.185010257651,9.6,26.0,7.5
1,5.39399,21.8,10.37350411,94.9814964714414,95.3067363442577,5.8,30.0,11.7
0,15.27233,37.9,7.469532494,99.5478301562402,95.2600219000093,4.2,6.5,12.0
1,5.09315,22.8,22.76911952,91.7114454501724,96.3291841604182,9.0,19.0,12.8
1,4.41575,26.7,7.400644792,99.5266848116366,95.2331144269506,6.6,7.5,8.6
0,19.22118,24.1,11.80580716,99.9160427536765,96.8824891248943,6.9,5.0,15.2
0,14.67182,25.5,12.07642052,99.9726179948876,97.4936622830349,5.3,5.3,11.7
0,19.13814,27.5,11.77992518,99.8998405268407,96.7500429615828,5.3,7.7,15.6
1,5.34309,24.4,11.78077521,95.6848313046139,81.3065475524591,7.8,32.0,13.8
0,18.36997,25.0,16.70789043,96.5455780216859,82.0133130633235,7.5,6.1,15.6
0,14.67182,26.9,12.42053652,99.9737989276451,97.4902356962101,5.3,5.2,12.0
1,3.4347,23.2,15.57380293,99.7650627352206,76.8445151082956,8.6,8.3,5.7
0,23.29998,47.9,7.749831914,95.5039328797556,90.5399088654507,7.0,25.0,28.7
1,5.05029,25.9,23.69389027,92.3521229835978,94.9007590304201,9.0,21.0,13.0
1,3.4347,23.2,15.57380293,99.7651923631792,76.8146494836512,9.3,6.2,5.7
1,3.4328,18.2,6.595638323,95.5075787474431,78.9616546509494,6.6,7.9,8.1
1,5.57809,19.0,7.854094218,95.9914050398065,79.7967984554687,3.0,4.5,8.1
1,5.9053,27.3,18.71154684,97.7582259753032,86.7232031858229,5.3,5.2,11.5
1,4.65149,21.0,12.6724532,99.739449377802,94.897006164683,3.6,7.8,8.2
1,5.45153,22.3,12.72693664,99.8967748879838,96.6934487272058,5.3,7.6,9.2
1,5.54587,22.3,8.381681865,95.2881323505275,77.6596264551546,5.2,7.3,8.7
0,18.36997,25.0,17.92089482,95.1854908934904,79.2436751588638,7.5,7.1,16.5
1,4.45515,27.3,10.53568076,99.5476438755299,90.1812393154856,6.3,10.0,6.6
1,4.25363,22.1,5.870147043,99.6313874133782,95.3792970932365,4.2,9.1,7.8
0,14.51377,24.4,12.0392862,99.9702576817895,97.4975170916761,5.3,4.1,11.6
0,19.36109,39.7,12.81319702,98.911030882148,99.6654462844796,6.6,7.6,14.8
0,10.48831,17.0,6.642383374,98.877395807563,77.9916622383446,3.6,3.0,10.0
0,17.89522,31.8,12.83901513,99.6729240850562,84.8330390378037,4.8,9.1,14.3
0,11.57386,29.4,18.84991698,94.9728486329659,78.9736085066512,5.1,5.9,13.3
1,4.88897,20.1,7.205869088,97.7810113640734,88.0858632826874,6.6,6.6,8.0
1,5.14287,31.9,11.40575038,99.6447064367189,89.5929420805534,5.3,7.6,7.3
0,15.96408,30.0,12.18576243,99.9773412392903,97.4800095282539,5.3,5.5,12.6
1,3.08387,23.9,13.75861976,99.9134897576406,89.8842505418256,6.6,12.0,8.1
1,3.09035,16.2,6.642383374,98.9859634045501,77.8376893201704,4.7,3.3,7.4
0,14.84425,30.9,5.62877844,99.6306260454773,88.8876776880585,5.8,5.6,14.0
1,5.32766,31.7,11.53704439,99.2425569011291,89.3730226429661,5.4,9.0,7.4
0,18.05577,22.5,7.854094218,95.9958314677729,79.7848772549725,3.0,4.8,11.2
0,19.13814,27.5,12.72693664,99.8967748879838,96.6934487272058,5.3,7.6,15.9
1,3.38644,25.8,7.454135917,99.257391040286,77.4653546360517,4.7,6.8,8.2
0,16.89192,30.5,8.254802244,95.1567339921988,92.7560834206961,9.1,16.0,15.4
0,21.73064,50.6,12.01165835,96.2544132459902,83.6060839569293,7.8,24.0,31.2
0,23.293,45.5,10.78161948,93.9928811739939,91.0876258455109,7.8,53.0,31.6
1,5.57179,25.1,13.57835046,99.8907299827412,96.582247167168,5.3,5.6,9.4
0,19.65862,31.4,13.57835046,99.8907299827412,96.582247167168,5.3,5.6,16.2
0,13.03324,27.1,12.9910498,99.8253197277443,88.1764293598969,6.6,22.0,12.9
1,4.61404,25.6,18.36521464,99.1847298839003,82.4934011491699,5.8,2.9,10.4
1,4.62202,25.0,15.49744169,99.9808838786015,97.4696877098014,5.3,6.7,10.4
0,11.89236,42.3,14.46980163,99.133636394478,88.3851933544279,5.1,4.4,17.1
1,3.40767,19.6,16.09761447,93.7377560143227,79.0110604604242,5.1,7.3,7.1
1,4.80292,15.0,10.17141578,99.852656974279,98.0626902684487,5.2,8.1,8.7
0,14.64187,18.4,9.785959755,99.9188303479105,98.5553113218469,5.6,5.2,12.6
1,5.8123,26.9,17.63788699,97.8807253473668,87.3775457055471,5.3,5.6,10.6
1,5.15442,20.1,22.6420051,88.9144993074404,97.9179700111463,6.8,12.0,11.5
1,5.57179,25.1,15.57511307,99.8847042063294,96.4710505923307,5.3,5.5,9.4
0,17.33298,24.4,16.96940443,98.2743209096652,83.6457425444478,7.5,4.1,14.8
1,4.26371,27.9,11.49190106,99.6064643947412,90.3649917654506,6.6,17.0,6.7
1,4.13998,16.3,5.565330197,99.6420270617799,90.0103113520342,6.1,3.9,6.8
1,5.32766,31.4,11.4918237,98.9787900317185,89.2242334322953,5.4,8.8,7.5
0,18.87609,28.1,8.522230711,95.1996251485082,76.0019216299952,5.2,7.4,12.8
0,21.00366,35.8,17.63788699,97.8807253473668,87.3775457055471,5.3,5.6,20.7
1,4.3703,20.3,10.28076623,99.5782174188815,98.0343316330664,5.6,5.1,9.2
0,14.91805,35.8,10.3607232,99.5717164141287,90.2559033490583,6.3,13.0,14.3
0,12.28169,12.6,5.698616135,99.9999984604769,79.0189612379409,3.2,4.1,10.2
0,18.39643,36.3,5.893562381,97.0086642641459,90.4178455760304,6.5,9.3,22.1
1,5.57809,19.0,7.854094218,95.9958314677729,79.7848772549725,3.0,4.8,8.1
1,4.80883,20.2,8.254802244,95.1567339921988,92.7560834206961,9.1,16.0,7.0
1,5.8123,26.7,16.96278201,97.8816619040419,88.3644332778931,5.3,4.7,10.2
0,18.12455,25.2,8.381681865,95.2881323505275,77.6596264551546,5.2,7.3,12.6
1,3.38644,25.8,7.555663741,99.3659666376609,77.3214264795483,4.7,7.9,8.7
1,4.22639,19.9,12.0392862,99.9678911890245,97.497720549587,4.5,4.1,9.1
0,16.46993,38.6,17.8694289,98.9711298194259,82.5151029139219,5.7,5.9,23.3
1,4.91652,26.7,9.728788477,99.5642963774609,89.9656330729121,10.3,8.2,6.5
0,16.46993,38.6,18.2454102,99.0067281387603,82.5083037322822,5.7,4.8,22.5
1,4.2488,22.2,12.65099613,99.97616034769,97.483421230176,5.3,5.7,9.7
1,4.57514,25.1,18.49542534,99.042326711847,82.497969334735,5.7,5.8,10.7
0,14.51377,24.4,12.0392862,99.9690762981639,97.4976241571711,4.5,4.4,11.6
0,17.22221,35.8,16.49434933,99.9999988534441,87.8103683578271,7.0,3.7,29.8
0,15.27233,37.9,6.170044152,99.569250436722,95.2904703647744,4.2,7.1,11.3
1,5.71392,22.5,11.49788129,99.7764862682278,92.5152453114569,4.5,9.8,8.3
1,4.26953,18.0,5.257788389,99.6331286573978,89.2084327910595,5.8,4.9,7.2
1,4.83714,18.7,7.921467562,94.7056822977116,85.3465835368208,9.6,20.0,7.3
1,3.69603,12.0,5.698616135,100.0,79.0230000842319,3.2,3.8,7.0
0,19.33714,42.1,10.37350411,94.9237932740768,94.2752193358277,7.8,28.0,28.4
0,21.1529,37.3,20.48778139,97.3921285255564,86.0524595064237,11.7,6.8,23.8
0,23.29998,47.9,8.097020858,96.6754195825667,90.3763053459974,7.0,21.0,26.7
0,17.01867,31.7,7.921467562,94.7056822977116,85.3465835368208,9.6,20.0,16.0
1,4.22639,20.3,12.0392862,99.9714383332555,97.4970818170631,5.3,4.9,9.1
1,4.82148,29.7,17.52501676,90.1140246823355,81.220066588003,6.0,9.3,16.0
1,6.59207,26.4,8.097020858,96.6754195825667,90.3763053459974,7.0,21.0,10.8
0,11.51969,27.6,7.27897533,99.3116805559943,77.3930361228654,4.7,8.2,12.4
1,5.00985,22.2,10.88658588,99.9011626850927,98.0071177674455,5.2,12.0,9.2
0,18.05577,23.1,7.854094218,95.7019191120114,79.4034137729106,5.2,5.8,11.2
1,4.72189,22.9,19.3125724,98.8999277380174,82.5396786795494,5.7,6.8,11.9
0,11.33929,36.5,14.2538714,98.8796370735112,92.076235052132,6.4,2.1,17.2
0,16.90264,35.5,5.983816655,98.9722208481671,88.5669234372616,5.8,5.6,14.6
0,19.55246,36.7,14.99131566,98.3342615421015,88.8446359315583,5.4,9.1,15.6
0,17.38058,37.6,15.73414047,93.1266726008545,84.6758412825173,6.0,8.6,30.7
0,17.22221,35.8,16.49434933,99.1094817093039,87.7804887065933,6.0,4.5,29.8
0,23.29998,47.9,8.648386553,95.1354571337196,90.6341428062772,6.6,25.0,29.0
0,18.36997,24.7,17.08366574,97.2256215857835,83.0564842937658,7.5,5.4,15.4
1,3.09035,15.4,6.642383374,98.8231103374865,78.0697240854488,3.6,3.3,7.4
0,12.71871,26.6,16.08828133,92.7105575597704,79.0312466274538,6.4,4.6,11.3
1,3.27664,33.5,16.04385798,99.184433819502,87.6394424867267,5.1,4.7,8.1
1,5.71392,22.5,13.18124791,99.822908197954,92.4661500113385,6.6,6.6,9.1
0,14.68035,31.3,5.688407622,99.6905330218653,95.4644010070281,4.2,5.4,9.8
1,4.61404,25.6,18.36521464,99.1847298839003,82.4934011491699,5.8,2.9,10.4
1,4.72189,22.9,19.63711495,98.8643255731013,82.7224182704119,5.7,8.5,12.3
1,3.38644,25.8,9.050737279,99.4202515821044,77.2505303287769,4.7,7.4,8.7
1,5.15442,20.1,22.6420051,88.9144993074404,97.9179700111463,6.8,12.0,11.5
0,18.67462,27.9,22.6420051,89.6191876786659,97.8032280356957,9.0,9.4,22.8
0,21.73064,50.3,12.01165835,97.1112722593105,85.2433985471785,5.9,19.0,31.2
1,3.43633,22.1,13.0359469,99.8429523203843,88.1764499277287,6.6,13.0,8.2
1,3.98594,22.2,18.80666676,97.6645477963551,76.3340034185215,11.7,6.2,7.2
0,18.39643,37.4,5.893562381,96.9760104522182,90.4125354614916,7.0,13.0,22.1
1,5.49089,20.4,11.80580716,99.9093444594773,96.8705960796567,5.3,6.1,9.0
0,17.59996,22.4,10.06890585,99.5200654420875,95.142114078264,4.5,5.8,12.0
1,5.12689,24.1,14.23228565,99.6646061190648,83.1977545760688,4.8,9.4,9.1
0,18.24929,55.1,16.19572343,94.8380753965027,77.3008507527502,7.8,42.0,34.0
0,16.24359,26.8,13.56725749,97.1967863728046,95.9254924225795,5.6,7.4,15.1
1,5.23832,17.4,9.88427534,94.1239405394871,69.5477903216848,6.6,28.0,7.9
1,5.15442,20.1,22.6420051,89.6191876786659,97.8032280356957,9.0,9.4,11.5
1,4.81498,21.3,18.05674056,94.5054473293925,76.1272175822102,7.5,7.9,8.5
1,3.45781,22.7,17.13237684,98.9628141538222,76.5904409681458,9.3,6.1,6.6
1,3.08387,23.9,16.1746136,99.9663863896217,92.4458846083191,6.6,8.1,8.6
0,24.66382,38.5,5.985799478,96.9427504837686,90.4408230113314,7.0,13.0,24.4
0,11.9299,29.8,12.50133169,99.8605850471682,88.1764706143817,6.6,10.0,12.8
0,12.29967,27.9,15.75652778,93.9945556279608,79.003610453891,5.1,7.2,11.8
1,5.99413,23.7,12.01165835,96.5399613194845,84.676638852621,7.8,20.0,13.5
0,16.89192,30.6,8.254802244,94.9403114294342,91.3154864791908,9.6,19.0,15.4
0,15.72154,32.0,10.53568076,99.5476438755299,90.1812393154856,6.3,10.0,14.0
0,18.87609,28.1,9.902931522,92.0527811566249,69.4823249449338,6.6,9.8,13.5
1,5.74515,26.1,9.157206628,95.0211573137157,72.7379735905272,5.2,8.6,9.4
0,18.67462,27.9,22.6420051,88.9061779521799,97.8599653678133,6.8,10.0,22.8
1,4.91652,26.7,9.728788477,99.5614800334883,89.9658569793998,6.3,7.2,6.5
0,19.36109,39.7,14.50094818,98.7743527023135,99.6663719734666,6.6,8.5,15.2
0,10.48831,17.0,6.642383374,98.8231103374865,78.0697240854488,3.6,3.3,10.0
1,4.72189,22.9,21.47373959,97.9330897176168,83.2836416681461,6.6,8.7,13.2
0,14.51377,24.4,12.0392862,99.9678911890245,97.497720549587,4.5,4.1,11.6
0,19.29576,52.5,11.78077521,95.6848313046139,81.3065475524591,7.8,32.0,32.5
0,12.8011,50.1,15.1441739,99.4817456332683,76.7351116466327,9.3,4.9,11.5
1,3.43633,22.8,12.8402408,99.8782191179984,88.1764924879847,6.6,12.0,8.1
0,18.12455,25.2,7.664546609,95.4634729455313,79.1116976940894,5.2,7.3,11.9
0,19.33714,42.1,10.37350411,94.9814964714414,95.3067363442577,5.8,30.0,28.4
1,4.65149,21.4,12.6724532,99.7145045402121,93.1857079595546,4.8,8.9,8.2
0,17.89522,31.8,15.11497046,99.6562942460374,81.5742265655725,4.8,9.5,15.3
0,14.91805,35.8,11.17997141,99.5983436745099,90.292411541884,6.3,14.0,14.8
0,21.09174,35.0,16.75140093,97.8829255452435,89.3582260011933,7.1,3.9,18.8
1,5.45854,25.0,12.16821803,98.8963233865813,99.6719798816291,4.6,4.4,7.9
0,16.89192,30.5,8.254802244,95.0144446619063,91.7682707018949,9.6,16.0,15.4
0,23.29998,47.9,7.541812181,96.2819422848043,90.4211258753896,7.0,23.0,26.8
1,6.55996,22.4,10.78161948,93.9928811739939,91.0876258455109,7.8,53.0,12.8
0,17.38058,37.6,16.57651016,94.6244414524352,86.9045696148114,6.0,7.6,30.8
0,19.55246,36.7,11.58971968,98.7184468243982,89.0737047399034,5.4,8.6,14.7
0,18.05577,22.5,7.854094218,95.9914050398065,79.7967984554687,3.0,4.5,11.2
0,18.28931,33.1,10.58600078,94.2445698993101,72.0326962854227,9.6,27.0,16.9
1,4.67622,27.8,16.49434933,100.0,87.8406452689023,7.0,5.0,15.2
0,15.96408,30.0,13.81230888,99.9797038656982,97.4731564994042,5.3,6.3,13.8
0,19.33714,42.1,10.37350411,94.9517503729689,94.7933409114805,5.8,26.0,28.4
0,21.09174,35.0,16.75140093,97.8834116268806,89.6911294519732,7.1,4.2,18.8
0,17.72336,30.5,12.47195588,96.6999993228363,98.9935508849481,5.9,6.6,11.3
1,3.53716,19.5,16.08828133,92.7105575597704,79.0270957158613,6.4,4.6,6.8
1,5.05029,25.9,27.07180922,92.951792338799,93.4894937131026,9.0,24.0,13.1
0,21.00366,35.4,16.96278201,97.8816619040419,88.3644332778931,5.3,4.7,19.5
1,4.41575,26.7,6.171492562,99.590306408198,95.320453235042,4.2,7.3,8.3
0,17.92427,23.5,10.13585944,99.5046038462513,94.4853982469945,4.5,7.9,11.8
0,17.72336,30.5,10.60883998,96.6999973011694,99.1128296048628,5.9,5.9,11.1
0,19.19822,33.1,11.96813105,98.9062020537843,99.6639565452622,6.6,7.3,13.7
0,19.13814,25.5,11.92460308,99.9061155783909,96.8660674565551,5.3,7.0,15.3
0,17.69386,28.8,12.37628991,99.6895596365475,88.1388587338027,4.8,10.0,13.8
0,23.293,43.4,10.48238618,94.8732512815995,93.2342578345086,7.8,43.0,29.4
1,4.72085,28.7,16.57651016,94.6244414524352,86.9045696148114,6.0,7.6,16.1
1,4.28697,17.8,9.785959755,99.9188303479105,98.5553113218469,5.6,5.2,9.0
0,17.25542,28.6,9.728788477,99.5614800334883,89.9658569793998,6.3,7.2,12.8
0,16.16159,25.8,12.6724532,99.739449377802,94.897006164683,3.6,7.8,13.0
1,3.86129,36.7,19.06202926,99.3574498936831,84.1250733887468,6.6,4.6,8.8
1,5.32766,31.4,11.43000879,99.1102477623347,89.2988482252302,5.4,9.1,7.4
1,5.11049,23.0,5.893562381,97.0193826204319,90.4208196673259,6.5,11.0,8.8
1,3.40767,19.6,15.75652778,93.9945556279608,79.003610453891,5.1,7.2,7.0
1,3.21568,19.6,18.13743581,94.7405678284453,78.9811344921807,5.1,5.8,7.4
1,4.17948,18.2,5.647572855,99.7388798657575,95.5559870552039,5.0,3.9,7.1
1,4.26953,17.0,5.596788665,99.6345478282001,89.3688075783633,5.8,4.8,7.0
1,4.26371,27.9,11.17997141,99.5983436745099,90.292411541884,6.3,14.0,6.6
1,5.49089,19.9,11.80580716,99.9126502107578,96.8760471917282,5.3,5.3,9.0
1,5.99413,23.7,12.01165835,96.8256718966414,85.2433985471785,5.9,16.0,13.5
1,5.74515,26.1,8.522230711,95.1996251485082,76.0019216299952,5.2,7.4,8.9
0,16.80512,40.3,22.60332523,98.5790412669083,83.0866202639015,5.7,8.0,27.3
0,23.12288,49.5,14.70448134,82.4966707796791,84.4611650366522,6.6,64.0,35.0
1,3.4347,23.2,15.57380293,99.7651721581168,76.8191579489765,9.3,3.2,5.7
1,3.08387,23.9,14.08691429,99.9487547232468,91.5920062174229,6.6,11.0,8.5
1,4.67622,27.8,16.49434933,100.0,87.8406452689023,7.0,5.0,15.2
1,5.58297,34.5,15.7085395,98.4318370318555,99.6717561725628,11.7,9.1,8.8
0,17.70949,25.7,18.59905794,93.145360201197,70.0820894713963,7.5,7.4,16.9
1,3.08387,23.9,17.53479836,99.9840231200838,93.2997677832546,6.6,8.0,8.8
0,16.19171,28.1,9.902709701,96.7000018583182,99.8152400004339,4.6,4.6,9.6
1,4.26371,27.9,9.830912644,99.5449356902683,90.2189082127796,6.3,12.0,6.5
0,17.89522,31.8,14.23228565,99.6646061190648,83.1977545760688,4.8,9.4,14.8
0,18.70912,28.6,11.49788129,99.7764862682278,92.5152453114569,4.5,9.8,13.2
1,3.4328,18.2,6.091801055,97.1131695835632,78.9811344921807,3.2,3.9,8.0
0,11.57386,29.4,18.13743581,94.7405678284453,78.9811344921807,5.1,5.8,12.7
0,17.66167,39.4,20.74074009,87.0501508919041,76.3195957776996,6.0,15.0,33.2
1,3.98594,22.2,16.29507954,98.4436533593412,76.4708626270286,9.3,4.0,6.8
1,3.86129,36.7,19.73341964,99.3271996734591,84.8204447864504,5.1,4.7,8.7
0,10.82393,33.3,14.08691429,99.9487547232468,91.5920062174229,6.6,11.0,13.8
1,3.86129,36.7,15.72743666,99.2334710112973,86.8944833029242,5.1,5.1,8.1
1,6.88918,23.7,5.985799478,96.9427504837686,90.4408230113314,7.0,13.0,9.9
1,5.5633,29.3,12.30410306,98.9078081893026,99.6644666625279,6.6,8.1,8.4
1,5.00985,22.2,11.42279633,99.9132910436684,97.9929711502229,5.2,13.0,9.5
0,14.67182,26.9,11.51731149,99.9749763033033,97.4868267304242,5.3,5.9,12.5
1,4.67622,27.8,16.49434933,99.9999988534441,87.8103683578271,7.0,3.7,15.2
1,4.13998,16.3,5.565330197,99.6379253571289,89.6895605037132,5.8,3.6,6.8
0,19.22118,24.1,11.80580716,99.9164119020981,96.8898488990896,6.9,5.1,15.2
1,4.17948,18.2,5.647572855,99.7280724118451,95.518751092634,4.2,3.5,7.1
0,18.10182,35.7,27.07180922,92.951792338799,93.4894937131026,9.0,24.0,27.5
0,23.12288,49.5,13.3329535,90.3379728931866,88.8308953365818,7.8,57.0,31.7
0,14.68035,33.7,5.870147043,99.6313874133782,95.3792970932365,4.2,9.1,10.6
0,18.70912,28.6,13.18124791,99.822908197954,92.4661500113385,6.6,6.6,14.4
1,5.11049,23.5,5.893562381,96.9760104522182,90.4125354614916,7.0,13.0,8.8
0,10.82393,33.3,13.32212417,99.931118095047,90.7381244117443,6.6,13.0,13.5
0,10.82393,33.3,16.1746136,99.9663863896217,92.4458846083191,6.6,8.1,14.3
0,17.01867,31.7,8.478894344,94.78596065421,88.1767399752561,9.6,20.0,15.7
1,4.28697,17.1,9.785959755,99.9188240598864,98.6405223931316,5.6,4.1,9.0
1,4.80883,20.2,8.254802244,95.1567339921988,92.7560834206961,9.1,16.0,7.0
1,3.53716,19.5,16.08828133,92.7105575597704,79.0312466274538,6.4,4.6,6.8
1,5.23832,17.4,8.77615963,94.5389069370452,79.849286197009,9.6,24.0,7.4
0,18.70912,28.6,11.90044543,99.7237508144043,92.8436765381576,4.5,8.0,12.7
0,17.72336,30.5,13.81779708,96.6999991882823,98.8055485791026,5.9,7.6,11.6
0,12.71871,26.6,16.08828133,92.7105575597704,79.0312466274538,6.4,4.6,11.3
0,10.82393,33.3,17.53479836,99.9840231200838,93.2997677832546,6.6,8.0,14.8
1,4.68963,19.8,16.96940443,97.9056651498814,83.4594663975543,7.5,5.3,8.0
0,16.90264,35.5,7.205869088,97.7810113640734,88.0858632826874,6.6,6.6,16.0
1,5.45854,25.0,12.16821803,98.9006430846756,99.6684732901258,6.6,4.9,7.9
1,5.00985,22.2,11.43181815,99.9254205134276,97.9726682298537,5.2,15.0,9.7
1,3.40767,19.6,18.04119054,94.2513552415989,78.9961445180465,5.1,6.6,7.3
0,19.22118,24.1,11.80580716,99.9126502107578,96.8760471917282,5.3,5.3,15.2
0,14.37754,26.9,5.565330197,99.6420270617799,90.0103113520342,6.1,3.9,12.4
1,4.28697,17.1,9.785959755,99.9188271844994,98.7226984310222,5.3,3.8,9.0
1,4.67622,27.8,16.49434933,99.1094817093039,87.7804887065933,6.0,4.5,15.2
1,5.57809,19.0,7.854094218,95.8535366790098,79.5927269236606,5.2,5.3,8.1
1,6.55996,22.4,10.19686116,94.4423091946607,92.2233609454408,7.8,50.0,11.9
1,3.86129,36.7,16.69353,99.2651966719626,86.205410694945,5.1,5.2,8.7
0,17.23442,25.9,12.42896791,99.9496751540418,97.9221228411858,6.6,14.0,14.9
1,5.09315,21.2,22.74705532,90.6905867680132,97.6993914794642,9.0,16.0,11.7
0,21.09174,35.2,16.75140093,97.8820483219257,88.6948781559602,5.3,5.0,18.8
1,5.15442,20.7,22.6420051,90.3359777043778,97.7477581763422,9.0,15.0,11.5
1,3.45781,22.7,15.1441739,99.4817456332683,76.7351116466327,9.3,4.9,6.1
0,17.66167,39.4,17.52501676,90.1140246823355,81.220066588003,6.0,9.3,30.7
1,3.98594,22.2,18.49284254,97.9242829564088,76.3767746655883,9.3,5.1,6.6
0,12.29967,27.9,18.04119054,94.2513552415989,78.9961445180465,5.1,6.6,12.4
0,16.95108,17.3,10.09284402,99.8162746654794,98.103250250307,6.3,8.0,12.1
0,17.25542,29.3,9.728788477,99.5586759288235,90.0107721402014,6.3,9.9,12.8
0,12.71871,26.9,16.08828133,93.2241567870465,79.0189612379409,5.1,6.1,11.3
1,5.9053,27.3,18.16896079,97.8804430500681,87.0501568631423,5.3,5.2,10.6
0,14.51377,24.4,12.0392862,99.9678911890245,97.497720549587,4.5,4.1,11.6
0,18.80739,27.7,12.16821803,98.9006430846756,99.6684732901258,6.6,4.9,12.9
0,16.80512,40.3,21.47373959,97.9330897176168,83.2836416681461,6.6,8.7,28.6
1,4.91056,23.1,9.854778198,96.7000001340801,99.468272513732,5.9,7.2,6.2
0,12.69752,47.0,15.57380293,99.7651324768156,76.8290218641798,8.6,4.4,10.7
0,14.37754,27.7,5.565330197,99.636151982144,89.5291852264122,5.8,4.7,12.4
1,3.62324,14.9,5.709265082,99.2539561704075,79.0110604604242,3.2,4.4,7.3
